Flight Bucket,FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
Direct,15062-2211051826--32571-0-14074-2211052235,$114,0,11/5/2022 6:26:00 PM,11/5/2022 10:35:00 PM,189,ANA (All Nippon Airways);,Chicago,Miami
Best,15062-2211052059--31825-0-10968-2211052329,$44,0,11/5/2022 8:59:00 PM,11/5/2022 11:29:00 PM,150,Spirit Airlines;,Chicago,Dallas
Best,15062-2211050717--32695-0-10968-2211050952,$65,0,11/5/2022 7:17:00 AM,11/5/2022 9:52:00 AM,155,Air Canada;,Chicago,Dallas
Best,15062-2211051601--31901-0-10968-2211051839,$65,0,11/5/2022 4:01:00 PM,11/5/2022 6:39:00 PM,158,Scandinavian Airlines;,Chicago,Dallas
Fastest,15062-2211052059--31825-0-10968-2211052329,$44,0,11/5/2022 8:59:00 PM,11/5/2022 11:29:00 PM,150,Spirit Airlines;,Chicago,Dallas
Fastest,15062-2211050500--32573-0-10968-2211050731,$130,0,11/5/2022 5:00:00 AM,11/5/2022 7:31:00 AM,151,American Airlines;,Chicago,Dallas
Fastest,15062-2211050500--32753-0-10968-2211050731,$131,0,11/5/2022 5:00:00 AM,11/5/2022 7:31:00 AM,151,Aer Lingus;,Chicago,Dallas
Cheapest,15062-2211052059--31825-0-10968-2211052329,$44,0,11/5/2022 8:59:00 PM,11/5/2022 11:29:00 PM,150,Spirit Airlines;,Chicago,Dallas
Cheapest,15062-2211051601--31901-0-10968-2211051839,$65,0,11/5/2022 4:01:00 PM,11/5/2022 6:39:00 PM,158,Scandinavian Airlines;,Chicago,Dallas
Cheapest,15062-2211050717--32695-0-10968-2211050952,$65,0,11/5/2022 7:17:00 AM,11/5/2022 9:52:00 AM,155,Air Canada;,Chicago,Dallas
Direct,15062-2211052059--31825-0-10968-2211052329,$44,0,11/5/2022 8:59:00 PM,11/5/2022 11:29:00 PM,150,Spirit Airlines;,Chicago,Dallas
Direct,15062-2211050717--32695-0-10968-2211050952,$65,0,11/5/2022 7:17:00 AM,11/5/2022 9:52:00 AM,155,Air Canada;,Chicago,Dallas
Direct,15062-2211051601--31901-0-10968-2211051839,$65,0,11/5/2022 4:01:00 PM,11/5/2022 6:39:00 PM,158,Scandinavian Airlines;,Chicago,Dallas
Best,15062-2211051225--31825-0-9596-2211051524,$37,0,11/5/2022 12:25:00 PM,11/5/2022 3:24:00 PM,119,Spirit Airlines;,Chicago,Atlanta
Best,15062-2211051930--31825-0-9596-2211052231,$37,0,11/5/2022 7:30:00 PM,11/5/2022 10:31:00 PM,121,Spirit Airlines;,Chicago,Atlanta
Best,15062-2211050540--32385-0-9596-2211050829,$113,0,11/5/2022 5:40:00 AM,11/5/2022 8:29:00 AM,109,Delta;,Chicago,Atlanta
Fastest,15062-2211050540--32385-0-9596-2211050829,$113,0,11/5/2022 5:40:00 AM,11/5/2022 8:29:00 AM,109,Delta;,Chicago,Atlanta
Fastest,15062-2211050540--32733-0-9596-2211050829,$157,0,11/5/2022 5:40:00 AM,11/5/2022 8:29:00 AM,109,Aeromexico;,Chicago,Atlanta
Fastest,15062-2211051739--32385-0-9596-2211052032,$113,0,11/5/2022 5:39:00 PM,11/5/2022 8:32:00 PM,113,Delta;,Chicago,Atlanta
Cheapest,15062-2211051930--31825-0-9596-2211052231,$37,0,11/5/2022 7:30:00 PM,11/5/2022 10:31:00 PM,121,Spirit Airlines;,Chicago,Atlanta
Cheapest,15062-2211051225--31825-0-9596-2211051524,$37,0,11/5/2022 12:25:00 PM,11/5/2022 3:24:00 PM,119,Spirit Airlines;,Chicago,Atlanta
Cheapest,15062-2211052025--32289-1-9596-2211060707,$84,1,11/5/2022 8:25:00 PM,11/6/2022 7:07:00 AM,642,Frontier Airlines;,Chicago,Atlanta
Direct,15062-2211051225--31825-0-9596-2211051524,$37,0,11/5/2022 12:25:00 PM,11/5/2022 3:24:00 PM,119,Spirit Airlines;,Chicago,Atlanta
Direct,15062-2211051930--31825-0-9596-2211052231,$37,0,11/5/2022 7:30:00 PM,11/5/2022 10:31:00 PM,121,Spirit Airlines;,Chicago,Atlanta
Direct,15062-2211050540--32385-0-9596-2211050829,$113,0,11/5/2022 5:40:00 AM,11/5/2022 8:29:00 AM,109,Delta;,Chicago,Atlanta
Best,9596-2211060955--31825-0-15062-2211061108,$68,0,11/6/2022 9:55:00 AM,11/6/2022 11:08:00 AM,133,Spirit Airlines;,Atlanta,Chicago
Best,9596-2211060637--32571-0-15062-2211060747,$105,0,11/6/2022 6:37:00 AM,11/6/2022 7:47:00 AM,130,ANA (All Nippon Airways);,Atlanta,Chicago
Best,9596-2211060637--32646-0-15062-2211060747,$109,0,11/6/2022 6:37:00 AM,11/6/2022 7:47:00 AM,130,Air New Zealand;,Atlanta,Chicago
Fastest,9596-2211062259--32385-0-15062-2211062356,$141,0,11/6/2022 10:59:00 PM,11/6/2022 11:56:00 PM,117,Delta;,Atlanta,Chicago
Fastest,9596-2211061020--32385-0-15062-2211061119,$179,0,11/6/2022 10:20:00 AM,11/6/2022 11:19:00 AM,119,Delta;,Atlanta,Chicago
Fastest,9596-2211060845--32385-0-15062-2211060946,$141,0,11/6/2022 8:45:00 AM,11/6/2022 9:46:00 AM,121,Delta;,Atlanta,Chicago
Cheapest,9596-2211062101--31825-1-15062-2211070750,$67,1,11/6/2022 9:01:00 PM,11/7/2022 7:50:00 AM,709,Spirit Airlines;,Atlanta,Chicago
Cheapest,9596-2211060509--31825-1-15062-2211060941,$67,1,11/6/2022 5:09:00 AM,11/6/2022 9:41:00 AM,332,Spirit Airlines;,Atlanta,Chicago
Cheapest,9596-2211060955--31825-0-15062-2211061108,$68,0,11/6/2022 9:55:00 AM,11/6/2022 11:08:00 AM,133,Spirit Airlines;,Atlanta,Chicago
Direct,9596-2211060955--31825-0-15062-2211061108,$68,0,11/6/2022 9:55:00 AM,11/6/2022 11:08:00 AM,133,Spirit Airlines;,Atlanta,Chicago
Direct,9596-2211060637--32571-0-15062-2211060747,$105,0,11/6/2022 6:37:00 AM,11/6/2022 7:47:00 AM,130,ANA (All Nippon Airways);,Atlanta,Chicago
Direct,9596-2211060637--32646-0-15062-2211060747,$109,0,11/6/2022 6:37:00 AM,11/6/2022 7:47:00 AM,130,Air New Zealand;,Atlanta,Chicago
Best,10968-2211062215--31825-0-15062-2211070047,$60,0,11/6/2022 10:15:00 PM,11/7/2022 12:47:00 AM,152,Spirit Airlines;,Dallas,Chicago
Best,10968-2211060715--32695-0-15062-2211060939,$148,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,Air Canada;,Dallas,Chicago
Best,10968-2211060715--31722-0-15062-2211060939,$149,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,United;,Dallas,Chicago
Fastest,10968-2211061840--31939-0-15062-2211062058,$186,0,11/6/2022 6:40:00 PM,11/6/2022 8:58:00 PM,138,Qatar Airways;,Dallas,Chicago
Fastest,10968-2211061840--32480-0-15062-2211062058,$187,0,11/6/2022 6:40:00 PM,11/6/2022 8:58:00 PM,138,British Airways;,Dallas,Chicago
Fastest,10968-2211061840--32573-0-15062-2211062058,$187,0,11/6/2022 6:40:00 PM,11/6/2022 8:58:00 PM,138,American Airlines;,Dallas,Chicago
Cheapest,10968-2211062215--31825-0-15062-2211070047,$60,0,11/6/2022 10:15:00 PM,11/7/2022 12:47:00 AM,152,Spirit Airlines;,Dallas,Chicago
Cheapest,10968-2211060715--32695-0-15062-2211060939,$148,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,Air Canada;,Dallas,Chicago
Cheapest,10968-2211060715--31722-0-15062-2211060939,$149,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,United;,Dallas,Chicago
Direct,10968-2211062215--31825-0-15062-2211070047,$60,0,11/6/2022 10:15:00 PM,11/7/2022 12:47:00 AM,152,Spirit Airlines;,Dallas,Chicago
Direct,10968-2211060715--32695-0-15062-2211060939,$148,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,Air Canada;,Dallas,Chicago
Direct,10968-2211060715--31722-0-15062-2211060939,$149,0,11/6/2022 7:15:00 AM,11/6/2022 9:39:00 AM,144,United;,Dallas,Chicago
Best,14074-2211060720--31825-1-15062-2211061108,$103,1,11/6/2022 7:20:00 AM,11/6/2022 11:08:00 AM,288,Spirit Airlines;,Miami,Chicago
Best,14074-2211061138--31825-0-15062-2211061403,$145,0,11/6/2022 11:38:00 AM,11/6/2022 2:03:00 PM,205,Spirit Airlines;,Miami,Chicago
Best,14074-2211060835--32184-0-15062-2211061057,$157,0,11/6/2022 8:35:00 AM,11/6/2022 10:57:00 AM,202,Japan Airlines;,Miami,Chicago
Fastest,14074-2211061335--32573-0-15062-2211061553,$382,0,11/6/2022 1:35:00 PM,11/6/2022 3:53:00 PM,198,American Airlines;,Miami,Chicago
Fastest,14074-2211061335--31939-0-15062-2211061553,$390,0,11/6/2022 1:35:00 PM,11/6/2022 3:53:00 PM,198,Qatar Airways;,Miami,Chicago
Fastest,14074-2211060700--32407-0-15062-2211060920,$204,0,11/6/2022 7:00:00 AM,11/6/2022 9:20:00 AM,200,Copa;,Miami,Chicago
Cheapest,14074-2211060720--31825-1-15062-2211061108,$103,1,11/6/2022 7:20:00 AM,11/6/2022 11:08:00 AM,288,Spirit Airlines;,Miami,Chicago
Cheapest,14074-2211060730--32171-1-15062-2211061450,$107,1,11/6/2022 7:30:00 AM,11/6/2022 2:50:00 PM,500,jetBlue;,Miami,Chicago
Cheapest,14074-2211061138--31825-0-15062-2211061403,$145,0,11/6/2022 11:38:00 AM,11/6/2022 2:03:00 PM,205,Spirit Airlines;,Miami,Chicago
Direct,14074-2211061138--31825-0-15062-2211061403,$145,0,11/6/2022 11:38:00 AM,11/6/2022 2:03:00 PM,205,Spirit Airlines;,Miami,Chicago
Direct,14074-2211060835--32184-0-15062-2211061057,$157,0,11/6/2022 8:35:00 AM,11/6/2022 10:57:00 AM,202,Japan Airlines;,Miami,Chicago
Direct,14074-2211060835--32456-0-15062-2211061057,$157,0,11/6/2022 8:35:00 AM,11/6/2022 10:57:00 AM,202,Cathay Pacific;,Miami,Chicago
Best,12387-2211060635--32695-0-15062-2211060741,$128,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,Air Canada;,Washington,Chicago
Best,12387-2211062225--32695-0-15062-2211062332,$128,0,11/6/2022 10:25:00 PM,11/6/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Best,12387-2211060635--31722-0-15062-2211060741,$129,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,United;,Washington,Chicago
Fastest,12387-2211061230--32695-0-15062-2211061332,$178,0,11/6/2022 12:30:00 PM,11/6/2022 1:32:00 PM,122,Air Canada;,Washington,Chicago
Fastest,12387-2211060635--32407-0-15062-2211060741,$152,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,Copa;,Washington,Chicago
Fastest,12387-2211060635--31722-0-15062-2211060741,$129,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,United;,Washington,Chicago
Cheapest,12387-2211060821--32571-0-15062-2211060933,$128,0,11/6/2022 8:21:00 AM,11/6/2022 9:33:00 AM,132,ANA (All Nippon Airways);,Washington,Chicago
Cheapest,12387-2211062225--32695-0-15062-2211062332,$128,0,11/6/2022 10:25:00 PM,11/6/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Cheapest,12387-2211060635--32695-0-15062-2211060741,$128,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,Air Canada;,Washington,Chicago
Direct,12387-2211060635--32695-0-15062-2211060741,$128,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,Air Canada;,Washington,Chicago
Direct,12387-2211062225--32695-0-15062-2211062332,$128,0,11/6/2022 10:25:00 PM,11/6/2022 11:32:00 PM,127,Air Canada;,Washington,Chicago
Direct,12387-2211060635--31722-0-15062-2211060741,$129,0,11/6/2022 6:35:00 AM,11/6/2022 7:41:00 AM,126,United;,Washington,Chicago
Best,14355-2211060735--31825-0-15062-2211061010,$168,0,11/6/2022 7:35:00 AM,11/6/2022 10:10:00 AM,155,Spirit Airlines;,New Orleans,Chicago
Best,14355-2211062151--31825-0-15062-2211070035,$188,0,11/6/2022 9:51:00 PM,11/7/2022 12:35:00 AM,164,Spirit Airlines;,New Orleans,Chicago
Best,14355-2211060611--32184-0-15062-2211060845,$206,0,11/6/2022 6:11:00 AM,11/6/2022 8:45:00 AM,154,Japan Airlines;,New Orleans,Chicago
Fastest,14355-2211060611--32184-0-15062-2211060845,$206,0,11/6/2022 6:11:00 AM,11/6/2022 8:45:00 AM,154,Japan Airlines;,New Orleans,Chicago
Fastest,14355-2211060700--32695-0-15062-2211060934,$245,0,11/6/2022 7:00:00 AM,11/6/2022 9:34:00 AM,154,Air Canada;,New Orleans,Chicago
Fastest,14355-2211060700--31722-0-15062-2211060934,$245,0,11/6/2022 7:00:00 AM,11/6/2022 9:34:00 AM,154,United;,New Orleans,Chicago
Cheapest,14355-2211062145--31825-1-15062-2211070750,$72,1,11/6/2022 9:45:00 PM,11/7/2022 7:50:00 AM,605,Spirit Airlines;,New Orleans,Chicago
Cheapest,14355-2211062105--31825-1-15062-2211070930,$89,1,11/6/2022 9:05:00 PM,11/7/2022 9:30:00 AM,745,Spirit Airlines;,New Orleans,Chicago
Cheapest,14355-2211062105--31825-2-15062-2211071024,$137,2,11/6/2022 9:05:00 PM,11/7/2022 10:24:00 AM,799,Spirit Airlines;,New Orleans,Chicago
Direct,14355-2211060735--31825-0-15062-2211061010,$168,0,11/6/2022 7:35:00 AM,11/6/2022 10:10:00 AM,155,Spirit Airlines;,New Orleans,Chicago
Direct,14355-2211062151--31825-0-15062-2211070035,$188,0,11/6/2022 9:51:00 PM,11/7/2022 12:35:00 AM,164,Spirit Airlines;,New Orleans,Chicago
Direct,14355-2211060611--32184-0-15062-2211060845,$206,0,11/6/2022 6:11:00 AM,11/6/2022 8:45:00 AM,154,Japan Airlines;,New Orleans,Chicago
Best,10081-2211060745--32571-0-15062-2211060941,$105,0,11/6/2022 7:45:00 AM,11/6/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Best,10081-2211060600--32646-0-15062-2211060756,$106,0,11/6/2022 6:00:00 AM,11/6/2022 7:56:00 AM,176,Air New Zealand;,Boston,Chicago
Best,10081-2211060514--32184-0-15062-2211060714,$104,0,11/6/2022 5:14:00 AM,11/6/2022 7:14:00 AM,180,Japan Airlines;,Boston,Chicago
Fastest,10081-2211061703--31722-0-15062-2211061855,$215,0,11/6/2022 5:03:00 PM,11/6/2022 6:55:00 PM,172,United;,Boston,Chicago
Fastest,10081-2211060930--31722-0-15062-2211061122,$186,0,11/6/2022 9:30:00 AM,11/6/2022 11:22:00 AM,172,United;,Boston,Chicago
Fastest,10081-2211060930--32571-0-15062-2211061122,$181,0,11/6/2022 9:30:00 AM,11/6/2022 11:22:00 AM,172,ANA (All Nippon Airways);,Boston,Chicago
Cheapest,10081-2211060720--32171-1-15062-2211061450,$88,1,11/6/2022 7:20:00 AM,11/6/2022 2:50:00 PM,510,jetBlue;,Boston,Chicago
Cheapest,10081-2211060514--32184-0-15062-2211060714,$104,0,11/6/2022 5:14:00 AM,11/6/2022 7:14:00 AM,180,Japan Airlines;,Boston,Chicago
Cheapest,10081-2211060645--32184-0-15062-2211060845,$104,0,11/6/2022 6:45:00 AM,11/6/2022 8:45:00 AM,180,Japan Airlines;,Boston,Chicago
Direct,10081-2211060745--32571-0-15062-2211060941,$105,0,11/6/2022 7:45:00 AM,11/6/2022 9:41:00 AM,176,ANA (All Nippon Airways);,Boston,Chicago
Direct,10081-2211060600--32646-0-15062-2211060756,$106,0,11/6/2022 6:00:00 AM,11/6/2022 7:56:00 AM,176,Air New Zealand;,Boston,Chicago
Direct,10081-2211060514--32184-0-15062-2211060714,$104,0,11/6/2022 5:14:00 AM,11/6/2022 7:14:00 AM,180,Japan Airlines;,Boston,Chicago
Best,15333-2211060600--32184-0-15062-2211060725,$145,0,11/6/2022 6:00:00 AM,11/6/2022 7:25:00 AM,145,Japan Airlines;,Philadelphia,Chicago
Best,15333-2211060600--32573-0-15062-2211060725,$146,0,11/6/2022 6:00:00 AM,11/6/2022 7:25:00 AM,145,American Airlines;,Philadelphia,Chicago
Best,15333-2211060722--32184-0-15062-2211060850,$145,0,11/6/2022 7:22:00 AM,11/6/2022 8:50:00 AM,148,Japan Airlines;,Philadelphia,Chicago
Fastest,15333-2211060617--32571-0-15062-2211060738,$161,0,11/6/2022 6:17:00 AM,11/6/2022 7:38:00 AM,141,ANA (All Nippon Airways);,Philadelphia,Chicago
Fastest,15333-2211060617--31722-0-15062-2211060738,$169,0,11/6/2022 6:17:00 AM,11/6/2022 7:38:00 AM,141,United;,Philadelphia,Chicago
Fastest,15333-2211060617--32695-0-15062-2211060738,$169,0,11/6/2022 6:17:00 AM,11/6/2022 7:38:00 AM,141,Air Canada;,Philadelphia,Chicago
Cheapest,15333-2211060530--32385-1-15062-2211061119,$108,1,11/6/2022 5:30:00 AM,11/6/2022 11:19:00 AM,409,Delta;,Philadelphia,Chicago
Cheapest,15333-2211060600--31722,-32571-1-15062-2211060955,$138,1,11/6/2022 6:00:00 AM,11/6/2022 9:55:00 AM,295,United;ANA (All Nippon Airways);,Philadelphia,Chicago
Cheapest,15333-2211060600--31722-1-15062-2211060955,$138,1,11/6/2022 6:00:00 AM,11/6/2022 9:55:00 AM,295,United;,Philadelphia,Chicago
Direct,15333-2211060600--32184-0-15062-2211060725,$145,0,11/6/2022 6:00:00 AM,11/6/2022 7:25:00 AM,145,Japan Airlines;,Philadelphia,Chicago
Direct,15333-2211060600--32573-0-15062-2211060725,$146,0,11/6/2022 6:00:00 AM,11/6/2022 7:25:00 AM,145,American Airlines;,Philadelphia,Chicago
Direct,15333-2211060722--32184-0-15062-2211060850,$145,0,11/6/2022 7:22:00 AM,11/6/2022 8:50:00 AM,148,Japan Airlines;,Philadelphia,Chicago
Best,12712-2211060630--32171-0-15062-2211060811,$97,0,11/6/2022 6:30:00 AM,11/6/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Best,12712-2211061305--32171-0-15062-2211061450,$97,0,11/6/2022 1:05:00 PM,11/6/2022 2:50:00 PM,165,jetBlue;,New York,Chicago
Best,12712-2211062100--32171-0-15062-2211062250,$97,0,11/6/2022 9:00:00 PM,11/6/2022 10:50:00 PM,170,jetBlue;,New York,Chicago
Fastest,12712-2211060630--32573-0-15062-2211060811,$122,0,11/6/2022 6:30:00 AM,11/6/2022 8:11:00 AM,161,American Airlines;,New York,Chicago
Fastest,12712-2211060630--32171-0-15062-2211060811,$97,0,11/6/2022 6:30:00 AM,11/6/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Fastest,12712-2211061305--32171-0-15062-2211061450,$97,0,11/6/2022 1:05:00 PM,11/6/2022 2:50:00 PM,165,jetBlue;,New York,Chicago
Cheapest,12712-2211062100--32171-0-15062-2211062250,$97,0,11/6/2022 9:00:00 PM,11/6/2022 10:50:00 PM,170,jetBlue;,New York,Chicago
Cheapest,12712-2211060630--32171-0-15062-2211060811,$97,0,11/6/2022 6:30:00 AM,11/6/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Cheapest,12712-2211061305--32171-0-15062-2211061450,$97,0,11/6/2022 1:05:00 PM,11/6/2022 2:50:00 PM,165,jetBlue;,New York,Chicago
Direct,12712-2211060630--32171-0-15062-2211060811,$97,0,11/6/2022 6:30:00 AM,11/6/2022 8:11:00 AM,161,jetBlue;,New York,Chicago
Direct,12712-2211061305--32171-0-15062-2211061450,$97,0,11/6/2022 1:05:00 PM,11/6/2022 2:50:00 PM,165,jetBlue;,New York,Chicago
Direct,12712-2211062100--32171-0-15062-2211062250,$97,0,11/6/2022 9:00:00 PM,11/6/2022 10:50:00 PM,170,jetBlue;,New York,Chicago
Best,10959-2211060810--32695-0-15062-2211061133,$75,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,Air Canada;,Denver,Chicago
Best,10959-2211060600--32695-0-15062-2211060928,$75,0,11/6/2022 6:00:00 AM,11/6/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Best,10959-2211060810--31722-0-15062-2211061133,$89,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,United;,Denver,Chicago
Fastest,10959-2211061755--32090-0-15062-2211062113,$160,0,11/6/2022 5:55:00 PM,11/6/2022 9:13:00 PM,138,Lufthansa;,Denver,Chicago
Fastest,10959-2211060810--32695-0-15062-2211061133,$75,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,Air Canada;,Denver,Chicago
Fastest,10959-2211060810--31722-0-15062-2211061133,$89,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,United;,Denver,Chicago
Cheapest,10959-2211060810--32695-0-15062-2211061133,$75,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,Air Canada;,Denver,Chicago
Cheapest,10959-2211060600--32695-0-15062-2211060928,$75,0,11/6/2022 6:00:00 AM,11/6/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Cheapest,10959-2211060810--31722-0-15062-2211061133,$89,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,United;,Denver,Chicago
Direct,10959-2211060810--32695-0-15062-2211061133,$75,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,Air Canada;,Denver,Chicago
Direct,10959-2211060600--32695-0-15062-2211060928,$75,0,11/6/2022 6:00:00 AM,11/6/2022 9:28:00 AM,148,Air Canada;,Denver,Chicago
Direct,10959-2211060810--31722-0-15062-2211061133,$89,0,11/6/2022 8:10:00 AM,11/6/2022 11:33:00 AM,143,United;,Denver,Chicago
Best,16177-2211060045--32593-0-15062-2211060545,$89,0,11/6/2022 12:45:00 AM,11/6/2022 5:45:00 AM,240,Alaska Airlines;,Seattle,Chicago
Best,16177-2211060649--31901-0-15062-2211061245,$105,0,11/6/2022 6:49:00 AM,11/6/2022 12:45:00 PM,236,Scandinavian Airlines;,Seattle,Chicago
Best,16177-2211060612--32080-0-15062-2211061212,$104,0,11/6/2022 6:12:00 AM,11/6/2022 12:12:00 PM,240,Malaysia Airlines;,Seattle,Chicago
Fastest,16177-2211060649--32090-0-15062-2211061245,$132,0,11/6/2022 6:49:00 AM,11/6/2022 12:45:00 PM,236,Lufthansa;,Seattle,Chicago
Fastest,16177-2211060649--31901-0-15062-2211061245,$105,0,11/6/2022 6:49:00 AM,11/6/2022 12:45:00 PM,236,Scandinavian Airlines;,Seattle,Chicago
Fastest,16177-2211060612--32573-0-15062-2211061212,$105,0,11/6/2022 6:12:00 AM,11/6/2022 12:12:00 PM,240,American Airlines;,Seattle,Chicago
Cheapest,16177-2211060045--32593-0-15062-2211060545,$89,0,11/6/2022 12:45:00 AM,11/6/2022 5:45:00 AM,240,Alaska Airlines;,Seattle,Chicago
Cheapest,16177-2211060612--32080-0-15062-2211061212,$104,0,11/6/2022 6:12:00 AM,11/6/2022 12:12:00 PM,240,Malaysia Airlines;,Seattle,Chicago
Cheapest,16177-2211060649--31901-0-15062-2211061245,$105,0,11/6/2022 6:49:00 AM,11/6/2022 12:45:00 PM,236,Scandinavian Airlines;,Seattle,Chicago
Direct,16177-2211060045--32593-0-15062-2211060545,$89,0,11/6/2022 12:45:00 AM,11/6/2022 5:45:00 AM,240,Alaska Airlines;,Seattle,Chicago
Direct,16177-2211060649--31901-0-15062-2211061245,$105,0,11/6/2022 6:49:00 AM,11/6/2022 12:45:00 PM,236,Scandinavian Airlines;,Seattle,Chicago
Direct,16177-2211060612--32080-0-15062-2211061212,$104,0,11/6/2022 6:12:00 AM,11/6/2022 12:12:00 PM,240,Malaysia Airlines;,Seattle,Chicago
Best,13411-2211060530--31825-0-15062-2211061109,$141,0,11/6/2022 5:30:00 AM,11/6/2022 11:09:00 AM,219,Spirit Airlines;,Las Vegas,Chicago
Best,13411-2211062342--31825-0-15062-2211070520,$198,0,11/6/2022 11:42:00 PM,11/7/2022 5:20:00 AM,218,Spirit Airlines;,Las Vegas,Chicago
Best,13411-2211062323--32222-0-15062-2211070502,$197,0,11/6/2022 11:23:00 PM,11/7/2022 5:02:00 AM,219,Iberia;,Las Vegas,Chicago
Fastest,13411-2211062345--32695-0-15062-2211070508,$226,0,11/6/2022 11:45:00 PM,11/7/2022 5:08:00 AM,203,Air Canada;,Las Vegas,Chicago
Fastest,13411-2211062345--31722-0-15062-2211070508,$236,0,11/6/2022 11:45:00 PM,11/7/2022 5:08:00 AM,203,United;,Las Vegas,Chicago
Fastest,13411-2211061916--31722-0-15062-2211070043,$236,0,11/6/2022 7:16:00 PM,11/7/2022 12:43:00 AM,207,United;,Las Vegas,Chicago
Cheapest,13411-2211060550--31825,-32695-1-15062-2211061423,$134,1,11/6/2022 5:50:00 AM,11/6/2022 2:23:00 PM,393,Spirit Airlines;Air Canada;,Las Vegas,Chicago
Cheapest,13411-2211060530--31825-0-15062-2211061109,$141,0,11/6/2022 5:30:00 AM,11/6/2022 11:09:00 AM,219,Spirit Airlines;,Las Vegas,Chicago
Cheapest,13411-2211060630--32289,-31812-1-15062-2211061807,$142,1,11/6/2022 6:30:00 AM,11/6/2022 6:07:00 PM,577,Frontier Airlines;Sun Country Airlines;,Las Vegas,Chicago
Direct,13411-2211060530--31825-0-15062-2211061109,$141,0,11/6/2022 5:30:00 AM,11/6/2022 11:09:00 AM,219,Spirit Airlines;,Las Vegas,Chicago
Direct,13411-2211062342--31825-0-15062-2211070520,$198,0,11/6/2022 11:42:00 PM,11/7/2022 5:20:00 AM,218,Spirit Airlines;,Las Vegas,Chicago
Direct,13411-2211062323--32222-0-15062-2211070502,$197,0,11/6/2022 11:23:00 PM,11/7/2022 5:02:00 AM,219,Iberia;,Las Vegas,Chicago
Best,13416-2211062358--32646-0-15062-2211070551,$88,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,Air New Zealand;,Los Angeles,Chicago
Best,13416-2211062358--31722-0-15062-2211070551,$89,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,United;,Los Angeles,Chicago
Best,13416-2211060820--32695-0-15062-2211061423,$88,0,11/6/2022 8:20:00 AM,11/6/2022 2:23:00 PM,243,Air Canada;,Los Angeles,Chicago
Fastest,13416-2211062358--32646-0-15062-2211070551,$88,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,Air New Zealand;,Los Angeles,Chicago
Fastest,13416-2211062358--31722-0-15062-2211070551,$89,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,United;,Los Angeles,Chicago
Fastest,13416-2211062358--32695-0-15062-2211070551,$105,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,Air Canada;,Los Angeles,Chicago
Cheapest,13416-2211062358--32646-0-15062-2211070551,$88,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,Air New Zealand;,Los Angeles,Chicago
Cheapest,13416-2211060820--32695-0-15062-2211061423,$88,0,11/6/2022 8:20:00 AM,11/6/2022 2:23:00 PM,243,Air Canada;,Los Angeles,Chicago
Cheapest,13416-2211062358--31722-0-15062-2211070551,$89,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,United;,Los Angeles,Chicago
Direct,13416-2211062358--32646-0-15062-2211070551,$88,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,Air New Zealand;,Los Angeles,Chicago
Direct,13416-2211062358--31722-0-15062-2211070551,$89,0,11/6/2022 11:58:00 PM,11/7/2022 5:51:00 AM,233,United;,Los Angeles,Chicago
